Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
123,Are Fat Cats Copycats? Evidence from Director and Consultant Network Dynamics,2016,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1409109-are%20fat%20cats%20copycats?%20evidence%20from%20director%20and%20consultant%20network%20dynamics,SSRN Electronic Journal,1,
124,Assessing network energy consumption of mobile applications,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1016091-assessing%20network%20energy%20consumption%20of%20mobile%20applications,IEEE Communications Magazine,1,
125,Board interlocking network and the design of executive compensation packages,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/950980-board%20interlocking%20network%20and%20the%20design%20of%20executive%20compensation%20packages,Social Networks,1,
126,Succession financing in family firms,2013,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/584440-succession%20financing%20in%20family%20firms,Small Business Economics,1,2333
127,Methodologies for assessing the use-phase power consumption and greenhouse gas emissions of telecommunications network services,2013,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/349133-methodologies%20for%20assessing%20the%20use-phase%20power%20consumption%20and%20greenhouse%20gas%20emissions%20of%20telecommunications%20network%20services,Environmental Science and Technology,1,
128,Energy audit models for telecommunications networks and services,2013,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/745493-energy%20audit%20models%20for%20telecommunications%20networks%20and%20services,"Asia Communications and Photonics Conference, ACP",1,
129,Towards an energy rating system for telecommunications,2012,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/485077-towards%20an%20energy%20rating%20system%20for%20telecommunications,Telecommunication Journal of Australia,1,
130,"Energy Star Rating for Future Telecom Services: Motivation, Methodologies and Challenges",2012,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/1507708-energy%20star%20rating%20for%20future%20telecom%20services-%20motivation-%20methodologies%20and%20challenges,Asia Communications and Photonics Conference,1,
131,"Energy rating for future telecom services: Motivation, methodologies and challenges",2012,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/347842-energy%20rating%20for%20future%20telecom%20services-%20motivation-%20methodologies%20and%20challenges,Asia Communications and Photonics Conference ACP,1,
132,Advanced Modulation Format Generation using High-Speed Directly Modulated Lasers for Optical Metro/Access Systems,2012,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/1372089-advanced%20modulation%20format%20generation%20using%20high-speed%20directly%20modulated%20lasers%20for%20optical%20metro-access%20systems,2011 ASIA COMMUNICATIONS AND PHOTONICS CONFERENCE AND EXHIBITION (ACP),1,
133,Energy efficiency of on-demand video caching systems and user behavior,2011,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/338931-energy%20efficiency%20of%20on-demand%20video%20caching%20systems%20and%20user%20behavior,Optics Express,1,
134,What Do Investment Banks Truly Bring to the Table?,2011,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/325597-what%20do%20investment%20banks%20truly%20bring%20to%20the%20table?,ABACUS-A JOURNAL OF ACCOUNTING FINANCE AND BUSINESS STUDIES,1,1320
135,Index composition changes and the cost of incumbency,2010,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/323536-index%20composition%20changes%20and%20the%20cost%20of%20incumbency,Journal of Banking and Finance,1,1296
136,Pricing errors and estimates of risk premia in factor models,2010,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/316479-pricing%20errors%20and%20estimates%20of%20risk%20premia%20in%20factor%20models,Annals of Finance,1,135
137,Consortium Deals and the Market for Lbos,2010,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/325397-consortium%20deals%20and%20the%20market%20for%20lbos,SSRN Electronic Journal,1,
138,"Financial Markets, Investment Analysis and Trading in Primary and Secondary Markets",2010,Book Chapter,https://findanexpert.unimelb.edu.au/scholarlywork/323254-financial%20markets-%20investment%20analysis%20and%20trading%20in%20primary%20and%20secondary%20markets,,1,
139,"Audit quality, auditor compensation and initial public offering underpricing",2008,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/301567-audit%20quality-%20auditor%20compensation%20and%20initial%20public%20offering%20underpricing,Accounting and Finance,1,16
140,Migration of Trading and the Introduction of Single Stock Futures on the Underlying U.S. Stocks,2008,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/325500-migration%20of%20trading%20and%20the%20introduction%20of%20single%20stock%20futures%20on%20the%20underlying%20u.s.%20stocks,SSRN Electronic Journal,1,
141,The Effects of Business Method Patents on Grantees and Their Industry Rivals,2008,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/306754-the%20effects%20of%20business%20method%20patents%20on%20grantees%20and%20their%20industry%20rivals,,1,
142,Do Index Effects Reflect Idiosyncratic or Industry Effects? A Re-Examination of the Winners and Losers of S&P 500 Index Addition,2007,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/325598-do%20index%20effects%20reflect%20idiosyncratic%20or%20industry%20effects?%20a%20re-examination%20of%20the%20winners%20and%20losers%20of%20s&p%20500%20index%20addition,SSRN Electronic Journal,1,
143,Do venture capitalists imitate portfolio size?,2007,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/286164-do%20venture%20capitalists%20imitate%20portfolio%20size?,Financial Markets and Portfolio Management,1,762
144,Testing the Arbitrage Pricing Condition of APT,2006,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/325732-testing%20the%20arbitrage%20pricing%20condition%20of%20apt,SSRN Electronic Journal,1,
145,How Eventful are Event Studies?,2001,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1409107-how%20eventful%20are%20event%20studies?,SSRN Electronic Journal,1,
146,Learning and Prediction across Events,2001,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1210357-learning%20and%20prediction%20across%20events,SSRN Electronic Journal,1,
147,"Disclosure, Transparency and Regulation of Open Market Repurchases in Australia",2020,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1444170-disclosure-%20transparency%20and%20regulation%20of%20open%20market%20repurchases%20in%20australia,Company and Securities Law Journal,1,436
148,Partial differential equations for Asian option prices,2016,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1010236-partial%20differential%20equations%20for%20asian%20option%20prices,Quantitative Finance,1,2193
149,The Dividend Substitution Hypothesis: Australian Evidence,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/963766-the%20dividend%20substitution%20hypothesis-%20australian%20evidence,Abacus,1,3
150,A Closer Look at Barrier Exchange Options,2013,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/451911-a%20closer%20look%20at%20barrier%20exchange%20options,Journal of Futures Markets,1,2526
151,The historical equity risk premium in Australia: Post-GFC and 128years of data,2012,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/335521-the%20historical%20equity%20risk%20premium%20in%20australia-%20post-gfc%20and%20128years%20of%20data,Accounting and Finance,1,16
152,A measure of the efficacy of the Australian imputation tax system,2008,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/305333-a%20measure%20of%20the%20efficacy%20of%20the%20australian%20imputation%20tax%20system,Economic Record,1,2489
153,Re-examination of the historical equity risk premium in Australia,2008,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/305336-re-examination%20of%20the%20historical%20equity%20risk%20premium%20in%20australia,Accounting and Finance,1,16
154,Dividend policy: Reconciling DD with MM,2008,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/301304-dividend%20policy-%20reconciling%20dd%20with%20mm,Journal of Financial Economics,1,1475
155,Compression-Based Data Mining,2008,Book Chapter,https://findanexpert.unimelb.edu.au/scholarlywork/2092098-compression-based%20data%20mining,,1,
156,On the upper bound of a call option,2005,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/271141-on%20the%20upper%20bound%20of%20a%20call%20option,Review of Derivatives Research,1,2251
157,An Empirical Test of the Pricing of VPO Contracts,2003,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/256803-an%20empirical%20test%20of%20the%20pricing%20of%20vpo%20contracts,Australian Journal of Management,1,274
158,On the Valuation of Warrants,2002,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/253315-on%20the%20valuation%20of%20warrants,Journal of Futures Markets,1,2526
159,Do share prices matter?,2002,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/253185-do%20share%20prices%20matter?,Accounting and Finance,1,16
160,ADAPT: Automated Document Architecture Processing and Tagging,2001,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1444678-adapt-%20automated%20document%20architecture%20processing%20and%20tagging,Journal of Library Administration,1,
161,Variable purchase options,2000,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/246919-variable%20purchase%20options,Review of Derivatives Research,1,2251
162,The Pricing of Underwriting Risk in Relation to Australian Rights Issues,1995,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1062191-the%20pricing%20of%20underwriting%20risk%20in%20relation%20to%20australian%20rights%20issues,Australian Journal of Management,1,274
163,Estimating background risk hedging demands from cross-sectional data,2025,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1931978-estimating%20background%20risk%20hedging%20demands%20from%20cross-sectional%20data,Journal of Financial Research,1,1486
164,Aggregate portfolio choice,2024,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1874563-aggregate%20portfolio%20choice,Journal of Empirical Finance,1,1440
165,MANAGING FINANCIALLY DISTRESSED PENSION PLANS IN THE INTEREST OF BENEFICIARIES,2017,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/979152-managing%20financially%20distressed%20pension%20plans%20in%20the%20interest%20of%20beneficiaries,Journal of Risk and Insurance,1,1753
166,Life-cycle patterns in the design and adoption of default funds in DC pension plans,2016,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/947973-life-cycle%20patterns%20in%20the%20design%20and%20adoption%20of%20default%20funds%20in%20dc%20pension%20plans,Journal of Pension Economics and Finance,1,1689
167,Parametric Portfolio Policies in the Surplus Consumption Ratio,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/970890-parametric%20portfolio%20policies%20in%20the%20surplus%20consumption%20ratio,International Review of Finance,1,1196
168,Can the Life Insurance Market Provide Evidence for a Bequest Motive?,2012,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/336491-can%20the%20life%20insurance%20market%20provide%20evidence%20for%20a%20bequest%20motive?,Journal of Risk and Insurance,1,1753
169,How deep is the annuity market participation puzzle?,2011,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/325193-how%20deep%20is%20the%20annuity%20market%20participation%20puzzle?,Review of Financial Studies,1,2558
170,Estimating firm size elasticities of product and process R&D,2010,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/325189-estimating%20firm%20size%20elasticities%20of%20product%20and%20process%20r&d,Economica,1,593
171,Optimal hedging of the currency exchange risk exposure of dynamically balanced strategic asset allocations,2003,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1573824-optimal%20hedging%20of%20the%20currency%20exchange%20risk%20exposure%20of%20dynamically%20balanced%20strategic%20asset%20allocations,Journal of Asset Management,1,1630
172,Conditional Moment Estimation of Nonlinear Equation Systems,2001,Book,https://findanexpert.unimelb.edu.au/scholarlywork/1573823-conditional%20moment%20estimation%20of%20nonlinear%20equation%20systems,Lecture Notes in Economics and Mathematical Systems,1,
